name:VkImageFormatListCreateInfoKHR, alias:VkImageFormatListCreateInfo, category:struct
name:VkPhysicalDeviceMaintenance3PropertiesKHR, alias:VkPhysicalDeviceMaintenance3Properties, category:struct
name:VkDescriptorSetLayoutSupportKHR, alias:VkDescriptorSetLayoutSupport, category:struct
name:VkPhysicalDeviceShaderDrawParameterFeatures, alias:VkPhysicalDeviceShaderDrawParametersFeatures, category:struct
name:VkPhysicalDeviceShaderFloat16Int8FeaturesKHR, alias:VkPhysicalDeviceShaderFloat16Int8Features, category:struct
name:VkPhysicalDeviceFloat16Int8FeaturesKHR, alias:VkPhysicalDeviceShaderFloat16Int8Features, category:struct
name:VkPhysicalDeviceFloatControlsPropertiesKHR, alias:VkPhysicalDeviceFloatControlsProperties, category:struct
name:VkPhysicalDeviceHostQueryResetFeaturesEXT, alias:VkPhysicalDeviceHostQueryResetFeatures, category:struct
name:VkPhysicalDeviceDescriptorIndexingFeaturesEXT, alias:VkPhysicalDeviceDescriptorIndexingFeatures, category:struct
name:VkPhysicalDeviceDescriptorIndexingPropertiesEXT, alias:VkPhysicalDeviceDescriptorIndexingProperties, category:struct
name:VkDescriptorSetLayoutBindingFlagsCreateInfoEXT, alias:VkDescriptorSetLayoutBindingFlagsCreateInfo, category:struct
name:VkDescriptorSetVariableDescriptorCountAllocateInfoEXT, alias:VkDescriptorSetVariableDescriptorCountAllocateInfo, category:struct
name:VkDescriptorSetVariableDescriptorCountLayoutSupportEXT, alias:VkDescriptorSetVariableDescriptorCountLayoutSupport, category:struct
name:VkAttachmentDescription2KHR, alias:VkAttachmentDescription2, category:struct
name:VkAttachmentReference2KHR, alias:VkAttachmentReference2, category:struct
name:VkSubpassDescription2KHR, alias:VkSubpassDescription2, category:struct
name:VkSubpassDependency2KHR, alias:VkSubpassDependency2, category:struct
name:VkRenderPassCreateInfo2KHR, alias:VkRenderPassCreateInfo2, category:struct
name:VkSubpassBeginInfoKHR, alias:VkSubpassBeginInfo, category:struct
name:VkSubpassEndInfoKHR, alias:VkSubpassEndInfo, category:struct
name:VkPhysicalDeviceTimelineSemaphoreFeaturesKHR, alias:VkPhysicalDeviceTimelineSemaphoreFeatures, category:struct
name:VkPhysicalDeviceTimelineSemaphorePropertiesKHR, alias:VkPhysicalDeviceTimelineSemaphoreProperties, category:struct
name:VkSemaphoreTypeCreateInfoKHR, alias:VkSemaphoreTypeCreateInfo, category:struct
name:VkTimelineSemaphoreSubmitInfoKHR, alias:VkTimelineSemaphoreSubmitInfo, category:struct
name:VkSemaphoreWaitInfoKHR, alias:VkSemaphoreWaitInfo, category:struct
name:VkSemaphoreSignalInfoKHR, alias:VkSemaphoreSignalInfo, category:struct
name:VkPhysicalDevice8BitStorageFeaturesKHR, alias:VkPhysicalDevice8BitStorageFeatures, category:struct
name:VkPhysicalDeviceVulkanMemoryModelFeaturesKHR, alias:VkPhysicalDeviceVulkanMemoryModelFeatures, category:struct
name:VkPhysicalDeviceShaderAtomicInt64FeaturesKHR, alias:VkPhysicalDeviceShaderAtomicInt64Features, category:struct
name:VkPhysicalDeviceDepthStencilResolvePropertiesKHR, alias:VkPhysicalDeviceDepthStencilResolveProperties, category:struct
name:VkSubpassDescriptionDepthStencilResolveKHR, alias:VkSubpassDescriptionDepthStencilResolve, category:struct
name:VkBindAccelerationStructureMemoryInfoNV, alias:VkBindAccelerationStructureMemoryInfoKHR, category:struct
name:VkWriteDescriptorSetAccelerationStructureNV, alias:VkWriteDescriptorSetAccelerationStructureKHR, category:struct
name:VkImageStencilUsageCreateInfoEXT, alias:VkImageStencilUsageCreateInfo, category:struct
name:VkPhysicalDeviceScalarBlockLayoutFeaturesEXT, alias:VkPhysicalDeviceScalarBlockLayoutFeatures, category:struct
name:VkPhysicalDeviceUniformBufferStandardLayoutFeaturesKHR, alias:VkPhysicalDeviceUniformBufferStandardLayoutFeatures, category:struct
name:VkPhysicalDeviceBufferDeviceAddressFeaturesKHR, alias:VkPhysicalDeviceBufferDeviceAddressFeatures, category:struct
name:VkPhysicalDeviceBufferAddressFeaturesEXT, alias:VkPhysicalDeviceBufferDeviceAddressFeaturesEXT, category:struct
name:VkBufferDeviceAddressInfoKHR, alias:VkBufferDeviceAddressInfo, category:struct
name:VkBufferDeviceAddressInfoEXT, alias:VkBufferDeviceAddressInfo, category:struct
name:VkBufferOpaqueCaptureAddressCreateInfoKHR, alias:VkBufferOpaqueCaptureAddressCreateInfo, category:struct
name:VkPhysicalDeviceImagelessFramebufferFeaturesKHR, alias:VkPhysicalDeviceImagelessFramebufferFeatures, category:struct
name:VkFramebufferAttachmentsCreateInfoKHR, alias:VkFramebufferAttachmentsCreateInfo, category:struct
name:VkFramebufferAttachmentImageInfoKHR, alias:VkFramebufferAttachmentImageInfo, category:struct
name:VkRenderPassAttachmentBeginInfoKHR, alias:VkRenderPassAttachmentBeginInfo, category:struct
name:VkQueryPoolCreateInfoINTEL, alias:VkQueryPoolPerformanceQueryCreateInfoINTEL, category:struct
name:VkPhysicalDeviceSeparateDepthStencilLayoutsFeaturesKHR, alias:VkPhysicalDeviceSeparateDepthStencilLayoutsFeatures, category:struct
name:VkAttachmentReferenceStencilLayoutKHR, alias:VkAttachmentReferenceStencilLayout, category:struct
name:VkAttachmentDescriptionStencilLayoutKHR, alias:VkAttachmentDescriptionStencilLayout, category:struct
name:VkMemoryOpaqueCaptureAddressAllocateInfoKHR, alias:VkMemoryOpaqueCaptureAddressAllocateInfo, category:struct
name:VkDeviceMemoryOpaqueCaptureAddressInfoKHR, alias:VkDeviceMemoryOpaqueCaptureAddressInfo, category:struct
name:VkAabbPositionsNV, alias:VkAabbPositionsKHR, category:struct
name:VkTransformMatrixNV, alias:VkTransformMatrixKHR, category:struct
name:VkAccelerationStructureInstanceNV, alias:VkAccelerationStructureInstanceKHR, category:struct
TypeEntries> Gathered 1127
